Individual,Age,CSP,iris,Couple,Sexe
8128,40 à 44 ans,Cadres et professions intellectuelles supérieures,765401005,Vivant en couple,Hommes
8129,40 à 44 ans,Employés,765400602,Vivant en couple,Hommes
8130,10 à 14 ans,null,765400204,null,Femmes
8131,35 à 39 ans,Professions intermédiaires,765400201,Vivant en couple,Femmes
8132,20 à 24 ans,Employés,765401001,Ne vivant pas en couple,Hommes
8133,Moins de 5 ans,null,765401003,null,Femmes
8134,55 à 59 ans,Retraités,765400602,Vivant en couple,Femmes
8135,65 à 69 ans,Retraités,765400304,Ne vivant pas en couple,Hommes
8136,50 à 54 ans,Employés,765400403,Vivant en couple,Femmes
8137,75 à 79 ans,Retraités,765400603,Ne vivant pas en couple,Femmes
8138,75 à 79 ans,Retraités,765400404,Ne vivant pas en couple,Femmes
8139,5 à 9 ans,null,765400101,null,Hommes
8140,10 à 14 ans,null,765401003,null,Femmes
8141,35 à 39 ans,Professions intermédiaires,765400404,Vivant en couple,Femmes
8142,30 à 34 ans,Professions intermédiaires,765400306,Vivant en couple,Hommes
8143,15 à 19 ans,Autres personnes sans activité professionnelle,765400902,Ne vivant pas en couple,Hommes
8144,20 à 24 ans,Professions intermédiaires,765400306,Ne vivant pas en couple,Femmes
8145,35 à 39 ans,Professions intermédiaires,765400306,Vivant en couple,Femmes
8146,55 à 59 ans,Retraités,765400402,Vivant en couple,Hommes
8147,25 à 29 ans,Professions intermédiaires,765400303,Vivant en couple,Femmes
8148,65 à 69 ans,Retraités,765400204,Vivant en couple,Femmes
8149,25 à 29 ans,Professions intermédiaires,765400802,Vivant en couple,Femmes
8150,5 à 9 ans,null,765400602,null,Femmes
8151,40 à 44 ans,Employés,765400502,Vivant en couple,Hommes
8152,20 à 24 ans,Employés,765400202,Ne vivant pas en couple,Femmes
8153,25 à 29 ans,Professions intermédiaires,765400203,Vivant en couple,Hommes
8154,70 à 74 ans,Retraités,765400801,Vivant en couple,Femmes
8155,35 à 39 ans,Employés,765400303,Vivant en couple,Femmes
8156,25 à 29 ans,Employés,765400802,Ne vivant pas en couple,Femmes
8157,25 à 29 ans,Professions intermédiaires,765400601,Vivant en couple,Femmes
8158,75 à 79 ans,Retraités,765400404,Vivant en couple,Hommes
8159,50 à 54 ans,Professions intermédiaires,765400301,Vivant en couple,Femmes
8160,30 à 34 ans,Ouvriers,765400204,Vivant en couple,Hommes
8161,15 à 19 ans,Autres personnes sans activité professionnelle,765400901,Ne vivant pas en couple,Hommes
8162,15 à 19 ans,Autres personnes sans activité professionnelle,765401002,Ne vivant pas en couple,Hommes
8163,55 à 59 ans,Retraités,765400201,Vivant en couple,Hommes
8164,10 à 14 ans,null,765400503,null,Femmes
8165,50 à 54 ans,Employés,765400502,Vivant en couple,Femmes
8166,Moins de 5 ans,null,765400402,null,Femmes
8167,30 à 34 ans,Professions intermédiaires,765400303,Ne vivant pas en couple,Hommes
8168,65 à 69 ans,Retraités,765400202,Vivant en couple,Femmes
8169,90 à 94 ans,Retraités,765401001,Ne vivant pas en couple,Hommes
8170,20 à 24 ans,Employés,765401001,Ne vivant pas en couple,Hommes
8171,35 à 39 ans,Ouvriers,765400102,Ne vivant pas en couple,Hommes
8172,45 à 49 ans,Professions intermédiaires,765400502,Ne vivant pas en couple,Femmes
8173,50 à 54 ans,Employés,765400106,Vivant en couple,Femmes
8174,40 à 44 ans,Professions intermédiaires,765400701,Vivant en couple,Femmes
8175,55 à 59 ans,Retraités,765400403,Vivant en couple,Hommes
8176,25 à 29 ans,Ouvriers,765400204,Vivant en couple,Femmes
8177,75 à 79 ans,Retraités,765400405,Ne vivant pas en couple,Femmes
8178,60 à 64 ans,Employés,765400702,Vivant en couple,Femmes
8179,35 à 39 ans,Employés,765400702,Vivant en couple,Hommes
8180,70 à 74 ans,Retraités,765400902,Ne vivant pas en couple,Femmes
8181,15 à 19 ans,Employés,765401003,Ne vivant pas en couple,Femmes
8182,10 à 14 ans,null,765400304,null,Hommes
8183,40 à 44 ans,Autres personnes sans activité professionnelle,765400801,Ne vivant pas en couple,Femmes
8184,5 à 9 ans,null,765400204,null,Femmes
8185,15 à 19 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Femmes
8186,15 à 19 ans,Autres personnes sans activité professionnelle,765400203,Ne vivant pas en couple,Femmes
8187,15 à 19 ans,Employés,765400203,Ne vivant pas en couple,Femmes
8188,5 à 9 ans,null,765400104,null,Femmes
8189,45 à 49 ans,Ouvriers,765401002,Vivant en couple,Hommes
8190,15 à 19 ans,Autres personnes sans activité professionnelle,765401003,Ne vivant pas en couple,Femmes
8191,15 à 19 ans,Professions intermédiaires,765400105,Ne vivant pas en couple,Femmes
8192,30 à 34 ans,Artisans. commerçants. chefs d'entreprise,765400305,Vivant en couple,Hommes
8193,45 à 49 ans,Ouvriers,765400303,Ne vivant pas en couple,Hommes
8194,30 à 34 ans,Professions intermédiaires,765400604,Ne vivant pas en couple,Hommes
8195,80 à 84 ans,Retraités,765401001,Vivant en couple,Femmes
8196,40 à 44 ans,Employés,765400202,Ne vivant pas en couple,Femmes
8197,45 à 49 ans,Employés,765400802,Vivant en couple,Femmes
8198,15 à 19 ans,Autres personnes sans activité professionnelle,765400602,Ne vivant pas en couple,Hommes
8199,25 à 29 ans,Professions intermédiaires,765400303,Vivant en couple,Femmes
8200,15 à 19 ans,Autres personnes sans activité professionnelle,765400702,Ne vivant pas en couple,Hommes
8201,45 à 49 ans,Ouvriers,765400102,Ne vivant pas en couple,Hommes
8202,45 à 49 ans,Employés,765401001,Vivant en couple,Femmes
8203,35 à 39 ans,Professions intermédiaires,765400503,Ne vivant pas en couple,Hommes
8204,55 à 59 ans,Retraités,765401003,Vivant en couple,Hommes
8205,35 à 39 ans,Ouvriers,765400601,Vivant en couple,Hommes
8206,10 à 14 ans,null,765400601,null,Hommes
8207,15 à 19 ans,Autres personnes sans activité professionnelle,765400602,Ne vivant pas en couple,Femmes
8208,65 à 69 ans,Retraités,765400604,Vivant en couple,Hommes
8209,15 à 19 ans,Autres personnes sans activité professionnelle,765400603,Ne vivant pas en couple,Hommes
8210,10 à 14 ans,null,765401003,null,Femmes
8211,45 à 49 ans,Professions intermédiaires,765400303,Vivant en couple,Femmes
8212,Moins de 5 ans,null,765400902,null,Femmes
8213,30 à 34 ans,Ouvriers,765400501,Vivant en couple,Hommes
8214,30 à 34 ans,Employés,765400101,Vivant en couple,Femmes
8215,80 à 84 ans,Retraités,765400604,Ne vivant pas en couple,Femmes
8216,55 à 59 ans,Professions intermédiaires,765400604,Vivant en couple,Femmes
8217,5 à 9 ans,null,765400105,null,Hommes
8218,30 à 34 ans,Professions intermédiaires,765400702,Ne vivant pas en couple,Hommes
8219,10 à 14 ans,null,765400504,null,Femmes
8220,70 à 74 ans,Retraités,765401002,Vivant en couple,Femmes
8221,45 à 49 ans,Employés,765400303,Vivant en couple,Femmes
8222,15 à 19 ans,Autres personnes sans activité professionnelle,765400701,Ne vivant pas en couple,Femmes
8223,50 à 54 ans,Ouvriers,765401005,Vivant en couple,Hommes
8224,Moins de 5 ans,null,765400901,null,Hommes
8225,55 à 59 ans,Ouvriers,765400404,Ne vivant pas en couple,Femmes
8226,Moins de 5 ans,null,765400203,null,Femmes
8227,20 à 24 ans,Ouvriers,765401002,Ne vivant pas en couple,Hommes
8228,60 à 64 ans,Professions intermédiaires,765400204,Vivant en couple,Hommes
8229,45 à 49 ans,Cadres et professions intellectuelles supérieures,765401005,Vivant en couple,Hommes
8230,60 à 64 ans,Retraités,765400202,Vivant en couple,Hommes
8231,5 à 9 ans,null,765400405,null,Femmes
8232,75 à 79 ans,Retraités,765400402,Vivant en couple,Hommes
8233,30 à 34 ans,Professions intermédiaires,765400304,Ne vivant pas en couple,Femmes
8234,20 à 24 ans,Cadres et professions intellectuelles supérieures,765400203,Vivant en couple,Hommes
8235,95 à 99 ans,Retraités,765400303,Vivant en couple,Hommes
8236,75 à 79 ans,Retraités,765400103,Vivant en couple,Femmes
8237,15 à 19 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Hommes
8238,40 à 44 ans,Ouvriers,765400802,Ne vivant pas en couple,Hommes
8239,75 à 79 ans,Retraités,765400604,Vivant en couple,Femmes
8240,35 à 39 ans,Professions intermédiaires,765400304,Ne vivant pas en couple,Femmes
8241,65 à 69 ans,Retraités,765400103,Ne vivant pas en couple,Femmes
8242,45 à 49 ans,Professions intermédiaires,765400901,Vivant en couple,Femmes
8243,65 à 69 ans,Retraités,765400702,Vivant en couple,Hommes
8244,45 à 49 ans,Professions intermédiaires,765401001,Vivant en couple,Hommes
8245,50 à 54 ans,Ouvriers,765401002,Vivant en couple,Hommes
8246,55 à 59 ans,Retraités,765400304,Vivant en couple,Hommes
8247,15 à 19 ans,Ouvriers,765401001,Ne vivant pas en couple,Hommes
8248,65 à 69 ans,Retraités,765401002,Vivant en couple,Hommes
8249,25 à 29 ans,Employés,765400601,Vivant en couple,Femmes
8250,5 à 9 ans,null,765400106,null,Hommes
8251,25 à 29 ans,Autres personnes sans activité professionnelle,765400503,Vivant en couple,Femmes
8252,20 à 24 ans,Autres personnes sans activité professionnelle,765400305,Ne vivant pas en couple,Femmes
8253,30 à 34 ans,Employés,765401001,Vivant en couple,Femmes
8254,45 à 49 ans,Autres personnes sans activité professionnelle,765400305,Vivant en couple,Hommes
8255,10 à 14 ans,null,765400504,null,Hommes
8256,45 à 49 ans,Professions intermédiaires,765400902,Ne vivant pas en couple,Femmes
8257,85 à 89 ans,Retraités,765400503,Vivant en couple,Femmes
8258,50 à 54 ans,Employés,765401002,Ne vivant pas en couple,Femmes
8259,Moins de 5 ans,null,765400304,null,Femmes
8260,25 à 29 ans,Cadres et professions intellectuelles supérieures,765401005,Vivant en couple,Hommes
8261,20 à 24 ans,Employés,765401003,Ne vivant pas en couple,Femmes
8262,15 à 19 ans,Autres personnes sans activité professionnelle,765400203,Ne vivant pas en couple,Femmes
8263,45 à 49 ans,Artisans. commerçants. chefs d'entreprise,765400701,Ne vivant pas en couple,Femmes
8264,70 à 74 ans,Retraités,765400202,Vivant en couple,Femmes
8265,40 à 44 ans,Ouvriers,765400701,Ne vivant pas en couple,Hommes
8266,30 à 34 ans,Employés,765400404,Vivant en couple,Hommes
8267,70 à 74 ans,Retraités,765401004,Ne vivant pas en couple,Hommes
8268,10 à 14 ans,null,765400402,null,Hommes
8269,80 à 84 ans,Retraités,765400802,Vivant en couple,Femmes
8270,Moins de 5 ans,null,765400901,null,Hommes
8271,20 à 24 ans,Autres personnes sans activité professionnelle,765401002,Ne vivant pas en couple,Femmes
8272,70 à 74 ans,Retraités,765400501,Vivant en couple,Femmes
8273,50 à 54 ans,Ouvriers,765401001,Ne vivant pas en couple,Hommes
8274,70 à 74 ans,Retraités,765400303,Vivant en couple,Hommes
8275,50 à 54 ans,Professions intermédiaires,765400305,Vivant en couple,Femmes
8276,60 à 64 ans,Employés,765400404,Ne vivant pas en couple,Femmes
8277,50 à 54 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Femmes
8278,50 à 54 ans,Employés,765401002,Vivant en couple,Femmes
8279,75 à 79 ans,Retraités,765401005,Vivant en couple,Femmes
8280,Moins de 5 ans,null,765400201,null,Hommes
8281,20 à 24 ans,Ouvriers,765400403,Ne vivant pas en couple,Hommes
8282,60 à 64 ans,Artisans. commerçants. chefs d'entreprise,765400802,Vivant en couple,Hommes
8283,35 à 39 ans,Professions intermédiaires,765400304,Vivant en couple,Hommes
8284,85 à 89 ans,Retraités,765400304,Ne vivant pas en couple,Femmes
8285,75 à 79 ans,Retraités,765400306,Ne vivant pas en couple,Hommes
8286,Moins de 5 ans,null,765400305,null,Hommes
8287,30 à 34 ans,Professions intermédiaires,765400604,Vivant en couple,Hommes
8288,75 à 79 ans,Retraités,765400504,Ne vivant pas en couple,Hommes
8289,75 à 79 ans,Retraités,765400303,Ne vivant pas en couple,Femmes
8290,50 à 54 ans,Ouvriers,765400201,Vivant en couple,Hommes
8291,30 à 34 ans,Cadres et professions intellectuelles supérieures,765400201,Vivant en couple,Hommes
8292,45 à 49 ans,Employés,765400102,Vivant en couple,Femmes
8293,80 à 84 ans,Retraités,765400201,Ne vivant pas en couple,Hommes
8294,5 à 9 ans,null,765401003,null,Femmes
8295,35 à 39 ans,Artisans. commerçants. chefs d'entreprise,765401003,Vivant en couple,Femmes
8296,65 à 69 ans,Retraités,765400702,Vivant en couple,Hommes
8297,55 à 59 ans,Autres personnes sans activité professionnelle,765400502,Vivant en couple,Femmes
8298,15 à 19 ans,Autres personnes sans activité professionnelle,765400201,Ne vivant pas en couple,Hommes
8299,15 à 19 ans,Autres personnes sans activité professionnelle,765400604,Ne vivant pas en couple,Hommes
8300,80 à 84 ans,Retraités,765400102,Ne vivant pas en couple,Femmes
8301,50 à 54 ans,Professions intermédiaires,765400405,Vivant en couple,Femmes
8302,30 à 34 ans,Professions intermédiaires,765400105,Ne vivant pas en couple,Femmes
8303,55 à 59 ans,Retraités,765400101,Vivant en couple,Femmes
8304,15 à 19 ans,Autres personnes sans activité professionnelle,765400404,Ne vivant pas en couple,Hommes
8305,55 à 59 ans,Retraités,765400404,Ne vivant pas en couple,Femmes
8306,40 à 44 ans,Employés,765400304,Vivant en couple,Hommes
8307,35 à 39 ans,Ouvriers,765400106,Ne vivant pas en couple,Hommes
8308,50 à 54 ans,Ouvriers,765400801,Ne vivant pas en couple,Femmes
8309,35 à 39 ans,Employés,765400405,Ne vivant pas en couple,Femmes
8310,25 à 29 ans,Professions intermédiaires,765400102,Vivant en couple,Hommes
8311,55 à 59 ans,Retraités,765400901,Vivant en couple,Femmes
8312,20 à 24 ans,Autres personnes sans activité professionnelle,765400303,Vivant en couple,Hommes
8313,55 à 59 ans,Retraités,765401002,Vivant en couple,Hommes
8314,10 à 14 ans,null,765400204,null,Hommes
8315,45 à 49 ans,Cadres et professions intellectuelles supérieures,765401001,Vivant en couple,Hommes
8316,5 à 9 ans,null,765400204,null,Femmes
8317,60 à 64 ans,Retraités,765400501,Ne vivant pas en couple,Femmes
8318,40 à 44 ans,Professions intermédiaires,765400602,Vivant en couple,Femmes
8319,65 à 69 ans,Retraités,765400304,Vivant en couple,Hommes
8320,35 à 39 ans,Artisans. commerçants. chefs d'entreprise,765400202,Vivant en couple,Femmes
8321,50 à 54 ans,Artisans. commerçants. chefs d'entreprise,765400405,Vivant en couple,Femmes
8322,10 à 14 ans,null,765400902,null,Femmes
8323,55 à 59 ans,Autres personnes sans activité professionnelle,765400305,Vivant en couple,Hommes
8324,20 à 24 ans,Autres personnes sans activité professionnelle,765400403,Ne vivant pas en couple,Femmes
8325,65 à 69 ans,Retraités,765400405,Vivant en couple,Femmes
8326,30 à 34 ans,Professions intermédiaires,765400201,Vivant en couple,Femmes
8327,25 à 29 ans,Employés,765400902,Ne vivant pas en couple,Femmes
8328,85 à 89 ans,Retraités,765400801,Vivant en couple,Femmes
8329,70 à 74 ans,Retraités,765400404,Vivant en couple,Hommes
8330,30 à 34 ans,Artisans. commerçants. chefs d'entreprise,765400102,Ne vivant pas en couple,Hommes
8331,10 à 14 ans,null,765400306,null,Femmes
8332,70 à 74 ans,Retraités,765400602,Ne vivant pas en couple,Femmes
8333,25 à 29 ans,Professions intermédiaires,765400306,Ne vivant pas en couple,Femmes
8334,40 à 44 ans,Professions intermédiaires,765400106,Vivant en couple,Femmes
8335,40 à 44 ans,Professions intermédiaires,765400105,Vivant en couple,Femmes
8336,5 à 9 ans,null,765400404,null,Hommes
8337,15 à 19 ans,Autres personnes sans activité professionnelle,765401005,Ne vivant pas en couple,Femmes
8338,50 à 54 ans,Cadres et professions intellectuelles supérieures,765400403,Vivant en couple,Hommes
8339,45 à 49 ans,Cadres et professions intellectuelles supérieures,765400304,Ne vivant pas en couple,Femmes
8340,5 à 9 ans,null,765400203,null,Hommes
8341,35 à 39 ans,Cadres et professions intellectuelles supérieures,765400701,Vivant en couple,Femmes
8342,Moins de 5 ans,null,765400303,null,Femmes
8343,25 à 29 ans,Professions intermédiaires,765400504,Ne vivant pas en couple,Hommes
8344,5 à 9 ans,null,765400305,null,Hommes
8345,35 à 39 ans,Employés,765400303,Vivant en couple,Femmes
8346,Moins de 5 ans,null,765400201,null,Femmes
8347,45 à 49 ans,Employés,765401001,Vivant en couple,Femmes
8348,15 à 19 ans,Autres personnes sans activité professionnelle,765400402,Ne vivant pas en couple,Hommes
8349,5 à 9 ans,null,765400303,null,Femmes
8350,65 à 69 ans,Retraités,765400105,Ne vivant pas en couple,Femmes
8351,30 à 34 ans,Ouvriers,765400102,Vivant en couple,Hommes
8352,5 à 9 ans,null,765400602,null,Hommes
8353,15 à 19 ans,Autres personnes sans activité professionnelle,765400602,Ne vivant pas en couple,Hommes
8354,25 à 29 ans,Cadres et professions intellectuelles supérieures,765401002,Vivant en couple,Hommes
8355,15 à 19 ans,Autres personnes sans activité professionnelle,765400306,Ne vivant pas en couple,Hommes
8356,35 à 39 ans,Professions intermédiaires,765400504,Vivant en couple,Femmes
8357,50 à 54 ans,Autres personnes sans activité professionnelle,765400501,Vivant en couple,Femmes
8358,55 à 59 ans,Autres personnes sans activité professionnelle,765401002,Vivant en couple,Hommes
8359,60 à 64 ans,Autres personnes sans activité professionnelle,765400202,Vivant en couple,Femmes
8360,40 à 44 ans,Professions intermédiaires,765400104,Vivant en couple,Femmes
8361,Moins de 5 ans,null,765400105,null,Femmes
8362,80 à 84 ans,Cadres et professions intellectuelles supérieures,765400102,Ne vivant pas en couple,Femmes
8363,35 à 39 ans,Cadres et professions intellectuelles supérieures,765400103,Vivant en couple,Hommes
8364,60 à 64 ans,Cadres et professions intellectuelles supérieures,765400702,Ne vivant pas en couple,Femmes
8365,50 à 54 ans,Employés,765401001,Vivant en couple,Femmes
8366,60 à 64 ans,Employés,765400501,Ne vivant pas en couple,Femmes
8367,70 à 74 ans,Retraités,765400901,Ne vivant pas en couple,Femmes
8368,15 à 19 ans,Autres personnes sans activité professionnelle,765400502,Ne vivant pas en couple,Femmes
8369,Moins de 5 ans,null,765400602,null,Hommes
8370,50 à 54 ans,Ouvriers,765400403,Vivant en couple,Hommes
8371,55 à 59 ans,Cadres et professions intellectuelles supérieures,765400501,Vivant en couple,Femmes
8372,Moins de 5 ans,null,765401004,null,Hommes
8373,45 à 49 ans,Employés,765400303,Ne vivant pas en couple,Femmes
